category,service,waiting.time.minutes,session.minutes,customer.demeanor,resolved
Scheduling Change,Online,16.5879702464692,7.19040019357187,Nice,TRUE
Scheduling Change,Phone,7.4379488781398,9.1552614648478,Nice,TRUE
Service,Phone,2.82223843619012,12.5196635304054,Negative,TRUE
Service,Phone,14.7161282290916,12.7787627705739,Negative,TRUE
Tickets,Phone,10.8869764511035,7.24864024681222,Nice,FALSE
Service,Phone,0.963634867988001,8.63577514449668,Neutral,TRUE
Service,Phone,3.65356252252778,11.9473832858043,Nice,TRUE
Tickets,Phone,13.7069699856453,5.7850793482603,Neutral,TRUE
Technology,Phone,0.987572799139897,6.77034755760437,Neutral,TRUE
Tickets,Online,15.0518638206204,9.75797585972963,Negative,FALSE
Tickets,Phone,15.1751986105865,6.60909159025633,Neutral,TRUE
Technology,Phone,3.59944640847442,10.5300546222415,Negative,TRUE
Tickets,Phone,15.3996161597874,7.29797645423172,Nice,TRUE
Technology,Online,8.23154662999888,8.90748732567883,Nice,TRUE
Tickets,Phone,2.64709680631481,7.69429692585648,Nice,TRUE
Tickets,Phone,3.46893464111223,9.85867113572068,Negative,TRUE
Tickets,Online,6.91260677190568,7.13908913171789,Nice,FALSE
Tickets,Phone,7.92953744924133,9.07657642309023,Negative,TRUE
Service,Phone,8.49699004476246,10.0104681820121,Nice,TRUE
Scheduling Change,Online,3.21426130211131,7.87973752714838,Nice,TRUE
Tickets,Phone,2.37084319721877,10.3949349977638,Negative,TRUE
Scheduling Change,Phone,4.65409291961554,6.69921670338975,Neutral,TRUE
Service,Phone,15.1987955101557,8.96638952465749,Neutral,TRUE
Service,Phone,14.6268485787014,10.4976166577345,Nice,TRUE
Technology,Phone,13.9950876823645,7.63327494096034,Nice,TRUE
Service,Online,3.41053313567872,12.0936453651247,Negative,TRUE
Technology,Phone,3.60014928589005,12.175288237943,Negative,TRUE
Tickets,Phone,2.4735961886822,6.81287794731369,Nice,TRUE
Service,Online,1.38903387768732,8.73357422010802,Nice,FALSE
Tickets,Phone,1.05540885055165,5.67523343913459,Neutral,TRUE
Technology,Phone,15.8387345873589,13.0095534514091,Negative,FALSE
Tickets,Phone,7.21478282500832,5.26315055374551,Neutral,TRUE
Technology,Phone,3.69948051807797,6.9840360672344,Neutral,FALSE
Service,Online,13.39544975454,7.82729598616408,Neutral,FALSE
Technology,Phone,15.3974162904156,10.2298724326941,Negative,TRUE
Technology,Phone,2.22140798551175,7.09595726041987,Neutral,TRUE
Tickets,Phone,4.15404821262511,5.23425613392026,Nice,FALSE
Technology,Online,1.0850294724978,7.25234748966621,Nice,FALSE
Technology,Phone,14.7180149834513,7.65194976982889,Neutral,TRUE
Scheduling Change,Online,2.76603879284304,6.82355819971164,Nice,TRUE
Tickets,Phone,17.1222308159677,6.4075840730172,Neutral,TRUE
Service,Online,7.16023050723222,8.97307268099408,Nice,TRUE
Service,Phone,14.1703542790122,10.4951836910714,Neutral,TRUE
Technology,Phone,2.52822748059748,7.85062710838288,Nice,FALSE
Service,Online,1.14150241054062,9.52132952158365,Nice,TRUE
Tickets,Phone,2.60771898388073,7.13230262182423,Nice,TRUE
Service,Online,13.3492717094045,11.7113627460632,Negative,TRUE
Service,Phone,3.21295819094588,15.4298846886843,Negative,TRUE
Tickets,Phone,9.11281962409623,10.9562877818612,Negative,TRUE
Tickets,Phone,15.5812135688201,9.5611552995395,Negative,FALSE
Tickets,Online,3.76380612698285,6.84085839822406,Neutral,TRUE
Tickets,Phone,2.75010027220312,6.70913974137561,Neutral,TRUE
Tickets,Phone,17.1296040203669,6.64188193144375,Neutral,TRUE
Tickets,Phone,13.4134582646812,10.0809001147898,Negative,FALSE
Service,Online,17.5137865545188,9.92256396297293,Nice,TRUE
Service,Phone,9.67738687132321,10.9612821043387,Neutral,TRUE
Scheduling Change,Phone,13.5690394301048,9.21948262110616,Nice,FALSE
Tickets,Phone,15.1207817663629,7.01593254396061,Nice,TRUE
Service,Phone,2.94402149408045,10.2323555353923,Neutral,TRUE
Tickets,Phone,1.01580374953563,6.85692188286137,Neutral,TRUE
Tickets,Phone,6.35617599576808,5.45007744946979,Neutral,FALSE
Technology,Phone,16.4519382993729,7.67365444961534,Neutral,TRUE
Tickets,Phone,9.05720668405622,8.24536748869288,Negative,FALSE
Tickets,Phone,9.70150437132317,5.46006763314828,Neutral,FALSE
Tickets,Online,1.04719217957255,6.03988317436313,Nice,TRUE
Service,Phone,3.01542354181137,10.7403767788304,Nice,TRUE
Technology,Phone,7.54670268180993,7.4182401022829,Neutral,TRUE
Tickets,Phone,14.2925613166592,5.26919414306058,Neutral,TRUE
Technology,Phone,0.677957170539168,8.06517679745005,Nice,FALSE
Tickets,Phone,6.12068567710879,7.54257019580955,Nice,TRUE
Tickets,Phone,16.3908539237706,6.52063755847406,Nice,TRUE
Technology,Phone,13.9140694609503,7.85338882737164,Neutral,TRUE
Service,Phone,8.3256788296485,9.59716025407757,Neutral,TRUE
Service,Phone,7.92645780311187,9.90160289173711,Nice,TRUE
Tickets,Phone,0.980652317855945,7.29465828844056,Nice,TRUE
Service,Online,6.33035901602235,13.1474638976497,Negative,TRUE
Tickets,Online,1.17548469573777,6.44243182132346,Nice,TRUE
Tickets,Phone,8.14656200601044,6.29676107872687,Nice,TRUE
Tickets,Online,0.965330695037339,5.47290470769059,Neutral,TRUE
Technology,Phone,4.40366356563646,7.77263297004785,Neutral,TRUE
Tickets,Online,6.43933201853375,5.71177857714443,Nice,TRUE
Service,Phone,7.95511367448727,9.30743451589258,Nice,TRUE
Tickets,Phone,1.04474215069355,6.91232371245406,Neutral,TRUE
Tickets,Phone,9.09637383339205,9.90710661732477,Negative,TRUE
Service,Online,19.3926347477658,8.8300502843167,Nice,TRUE
Tickets,Phone,8.82674448544302,9.69662169108518,Negative,TRUE
Tickets,Phone,15.0810965487242,6.79419727354077,Neutral,TRUE
Scheduling Change,Phone,14.8678288457762,7.48361000768116,Neutral,TRUE
Scheduling Change,Phone,2.88036318348424,6.95872992635928,Neutral,TRUE
Service,Phone,3.57851586877126,8.82252347944374,Neutral,FALSE
Tickets,Phone,7.5402598449351,6.25629613374316,Neutral,TRUE
Service,Phone,1.04816528414666,9.89460296583561,Nice,FALSE
Technology,Online,16.899678212138,7.2737884973023,Neutral,TRUE
Service,Online,6.23777309162341,9.365784640992,Nice,TRUE
Tickets,Phone,14.5788326002089,5.70946662087931,Neutral,TRUE
Tickets,Phone,0.860903549769381,4.77526547141783,Neutral,TRUE
Technology,Phone,2.93849631724982,9.00396137794945,Nice,FALSE
Tickets,Phone,1.13533980838062,5.73593418607106,Neutral,TRUE
Tickets,Phone,12.8497159856967,3.95449223956358,Neutral,TRUE
Scheduling Change,Phone,15.5870611028267,6.22971356126079,Nice,TRUE
Tickets,Online,16.037525919529,4.96943760137082,Neutral,TRUE
Tickets,Online,9.40206164812968,6.83547522907485,Nice,FALSE
Tickets,Phone,0.734720637892139,5.76598917061916,Neutral,TRUE
Technology,Phone,15.3254949035122,6.48094068800725,Neutral,FALSE
Service,Phone,7.28991650857239,9.29419498236878,Neutral,TRUE
Tickets,Phone,15.1731843799476,5.2882431541906,Neutral,FALSE
Service,Online,0.785162829019083,8.32231525649988,Nice,TRUE
Technology,Phone,0.993077465644052,6.36632898412505,Neutral,TRUE
Service,Online,3.11189847452971,9.31910099093313,Nice,TRUE
Tickets,Phone,15.6839559613898,6.7853282268125,Nice,TRUE
Technology,Phone,3.6340968517884,7.6582469419115,Neutral,TRUE
Tickets,Online,18.4399723848306,5.26361320492424,Nice,TRUE
Technology,Phone,1.40786509851898,7.14990316177249,Nice,TRUE
Service,Phone,14.7989083874971,9.82193631327993,Nice,TRUE
Scheduling Change,Phone,7.94314882750114,7.11365225217466,Neutral,FALSE
Tickets,Phone,3.25586631989327,5.47429337262981,Neutral,TRUE
Technology,Phone,9.81392744018633,8.11710338209909,Nice,TRUE
Service,Phone,0.892898771268726,11.2439012155548,Nice,FALSE
Technology,Phone,8.40503018944401,6.75533684975775,Neutral,FALSE
Technology,Phone,2.36020337381915,12.3883168556136,Negative,TRUE
Scheduling Change,Phone,8.84774071129477,8.08132413414127,Nice,TRUE
Technology,Phone,3.09744672918373,8.03938051741887,Nice,FALSE
Tickets,Phone,15.7841093271594,8.10461403738267,Nice,TRUE
Technology,Online,8.17699293992177,7.77835845717432,Nice,TRUE
Service,Phone,7.70804205384727,9.24639867725588,Nice,TRUE
Scheduling Change,Online,14.1560305095106,6.41880495528651,Nice,FALSE
Tickets,Phone,9.42446077081499,7.263863891449,Neutral,TRUE
Tickets,Phone,3.50307697496373,6.3025154328835,Nice,TRUE
Service,Phone,1.40134200470765,9.71454195775063,Nice,FALSE
Scheduling Change,Online,5.80420902038509,6.9040692062871,Nice,TRUE
Tickets,Online,2.74902836083163,6.40889499318717,Nice,TRUE
Service,Online,15.8484783448446,8.63768497510571,Neutral,FALSE
Scheduling Change,Phone,3.31866160513461,6.47392803578573,Nice,TRUE
Scheduling Change,Online,9.10833005394348,6.0895539452559,Nice,FALSE
Tickets,Phone,14.0443989917504,5.86366186027991,Nice,FALSE
Tickets,Online,6.01479354322087,6.12241076222648,Nice,TRUE
Tickets,Phone,2.69851218809074,9.49866018848956,Negative,TRUE
Service,Phone,15.8376052052561,10.0343663468798,Neutral,TRUE
Service,Online,3.96131960960694,9.94750089723981,Nice,TRUE
Service,Phone,6.71971193629545,10.0375645034798,Nice,TRUE
Tickets,Online,14.3343085782066,4.54205214481616,Neutral,TRUE
Tickets,Phone,7.85229273677927,8.23615424103541,Nice,TRUE
Service,Phone,1.00892973242059,11.8355231793888,Neutral,TRUE
Service,Online,6.15944594261247,8.1685948972262,Neutral,TRUE
Service,Phone,3.27503740062416,12.3649346077346,Negative,TRUE
Service,Phone,7.33356308340909,10.8039947597123,Nice,TRUE
Tickets,Phone,1.09856003999836,7.83089495869338,Nice,TRUE
Tickets,Phone,0.91178169348575,7.22138510211749,Nice,TRUE
Tickets,Phone,2.82132156526065,5.28204382678222,Neutral,TRUE
Scheduling Change,Phone,17.2306544161518,8.91626581666004,Nice,TRUE
Technology,Phone,1.02075039131862,7.99121573650421,Nice,TRUE
Tickets,Phone,14.3988654796038,7.63802945792659,Neutral,TRUE
Scheduling Change,Phone,7.6676281674572,6.50303571676981,Nice,TRUE
Scheduling Change,Phone,18.5555784517158,11.0051996874979,Negative,FALSE
Tickets,Online,15.2550601434092,4.56810619902659,Nice,TRUE
Service,Phone,5.01794415239838,10.5708751278259,Nice,TRUE
Tickets,Phone,2.93948595481125,6.7771659099115,Neutral,TRUE
Scheduling Change,Online,12.136777502589,6.46668610863287,Nice,TRUE
Tickets,Phone,2.91215573155152,6.47703342158858,Nice,TRUE
Tickets,Online,9.213228365526,5.8375250232244,Nice,FALSE
Service,Phone,8.87892708901535,10.1210542783812,Nice,TRUE
Scheduling Change,Phone,17.0052722149556,8.63091671020428,Nice,TRUE
Technology,Online,0.917452360533285,6.97217945942287,Nice,FALSE
Service,Phone,12.7458442539036,9.31074121450146,Neutral,TRUE
Tickets,Online,7.54176461847218,10.0561136724647,Negative,FALSE
Scheduling Change,Phone,0.787151605045828,7.15099321240285,Neutral,TRUE
Tickets,Phone,7.53865597031849,7.40526544409527,Nice,TRUE
Tickets,Phone,0.823850125007621,7.49857999663599,Nice,TRUE
Service,Phone,0.906465937773631,10.100142156672,Neutral,TRUE
Technology,Online,10.0397650122609,7.06356863254413,Nice,FALSE
Tickets,Phone,1.00257400640194,6.87339691290753,Nice,TRUE
Tickets,Phone,14.4506667809924,8.64137010496259,Nice,FALSE
Service,Phone,3.73832084729024,9.17943472075089,Neutral,TRUE
Tickets,Phone,3.06353035006894,8.88164311357541,Nice,TRUE
Technology,Phone,7.53901633283542,8.3846522509016,Nice,TRUE
Tickets,Phone,14.8336111767188,5.15579558984544,Neutral,FALSE
Tickets,Phone,15.6205138623206,6.15282292259164,Neutral,TRUE
Scheduling Change,Phone,13.4899693319105,7.82269609898144,Nice,FALSE
Tickets,Phone,1.11685065229805,5.90086766930514,Neutral,TRUE
Service,Phone,2.21377737839805,10.9352303507878,Nice,TRUE
Tickets,Phone,1.09792473879533,7.53994919180606,Nice,TRUE
Service,Online,2.86296942981581,10.0823956169328,Nice,TRUE
Service,Phone,8.32473294401059,8.20653311675327,Neutral,TRUE
Scheduling Change,Online,9.98490660936026,6.81018037296837,Nice,FALSE
Scheduling Change,Phone,2.95645051689706,7.08151024774699,Neutral,TRUE
Tickets,Phone,4.4412361019045,8.04392436193904,Neutral,TRUE
Scheduling Change,Phone,1.06780610171481,7.6174799825279,Nice,TRUE
Tickets,Phone,14.8784732577274,6.75271672168158,Nice,TRUE
Scheduling Change,Phone,3.54274702702984,10.1351154625052,Negative,TRUE
Service,Phone,9.11811414893693,10.3001486990387,Nice,FALSE
Scheduling Change,Phone,7.51194653972877,5.86528636877687,Neutral,TRUE
Scheduling Change,Phone,14.1330657816716,7.47549902524802,Nice,TRUE
Service,Phone,3.54124955543899,12.1543729030323,Negative,TRUE
Tickets,Phone,0.884166698717821,7.02268037719511,Neutral,TRUE
Technology,Phone,3.25107146513292,7.46190714437943,Neutral,TRUE
Tickets,Phone,13.1111740141963,9.98611930648585,Negative,TRUE
Service,Phone,9.43745369185916,10.1615666105529,Nice,TRUE
Service,Phone,16.8729106988311,9.14308960223019,Neutral,TRUE
Tickets,Phone,0.912757136451701,5.01460005004587,Nice,TRUE
Technology,Phone,1.21801860845267,10.5826122614113,Nice,TRUE
Service,Phone,3.03125569288725,11.0473502708776,Nice,TRUE
Technology,Phone,0.696594183109856,12.0560422973931,Negative,TRUE
Service,Phone,8.25419508569697,7.96237524589946,Neutral,TRUE
Tickets,Online,3.0859284858159,4.03444856602361,Nice,TRUE
Service,Online,7.21483998988804,10.8743483209053,Negative,TRUE
Tickets,Phone,3.14679172124544,6.95832495295866,Nice,TRUE
Tickets,Phone,13.4383880504869,10.0853088133139,Negative,TRUE
Scheduling Change,Phone,1.25154730256297,6.74034400039631,Nice,TRUE
Service,Phone,8.67526152580141,9.14646358265937,Neutral,FALSE
Service,Phone,10.3062759982021,10.3044155101213,Nice,TRUE
Scheduling Change,Phone,0.955389451179621,7.96003666781404,Neutral,TRUE
Technology,Phone,3.10729041891445,7.96368427616756,Neutral,TRUE
Service,Online,17.3399853683344,9.28474896812,Nice,TRUE
Scheduling Change,Phone,9.89403422531454,9.10567872264771,Nice,TRUE
Tickets,Phone,9.77617888679854,5.86992177596648,Neutral,TRUE
Service,Online,7.16057901991439,8.90577676778792,Nice,TRUE
Tickets,Phone,4.10398407232072,6.99255757192038,Neutral,FALSE
Tickets,Phone,8.48660962860524,11.4300178384312,Negative,TRUE
Tickets,Phone,4.23060171677849,7.2216544076286,Nice,TRUE
Service,Phone,1.0988278161055,12.2547082708556,Nice,TRUE
Tickets,Phone,1.24868958936395,5.06316802486799,Neutral,TRUE
Service,Phone,1.39752413444897,13.8070266618304,Negative,TRUE
Service,Phone,3.27163688607655,14.2325713509768,Negative,TRUE
Scheduling Change,Phone,15.4272755088249,5.65432677209319,Neutral,TRUE
Service,Phone,1.24589417350452,10.8576109022291,Nice,TRUE
Tickets,Phone,10.0788450657815,9.35591158346332,Negative,TRUE
Technology,Phone,8.16509763790712,8.868419801707,Nice,TRUE
Service,Phone,2.94762617242668,9.04271685083167,Neutral,TRUE
Service,Phone,18.5026095786656,10.4854849108124,Nice,TRUE
Tickets,Phone,5.69827245025711,7.28237912250139,Nice,TRUE
Service,Phone,5.45013013576867,9.08044463678831,Neutral,TRUE
Tickets,Online,6.21048373068894,7.21818341232326,Nice,TRUE
Technology,Phone,1.21751959562315,12.3479925744001,Negative,TRUE
Tickets,Online,1.09242123311576,5.62821200317849,Nice,TRUE
Service,Phone,3.910002117517,8.33980021999937,Neutral,TRUE
Service,Phone,6.21014814089946,9.34732080440475,Neutral,TRUE
Tickets,Online,1.05412657214047,6.63385303305927,Nice,TRUE
Tickets,Phone,7.64132653234375,7.4251431144166,Nice,FALSE
Technology,Online,15.5120973750882,8.0096456614028,Nice,TRUE
Service,Phone,1.01096308553955,8.33065715331707,Neutral,TRUE
Tickets,Phone,1.12468483716592,7.68117163099793,Neutral,TRUE
Tickets,Phone,14.8190368204573,8.48181578754462,Neutral,TRUE
Service,Phone,6.31514561349619,9.88771560626132,Nice,TRUE
Tickets,Phone,8.40167199892753,6.48673469068615,Neutral,TRUE
Scheduling Change,Phone,6.14324444551787,11.1162542504322,Negative,FALSE
Technology,Online,18.1337510777382,9.70036520433129,Negative,TRUE
Tickets,Online,6.45303216716882,5.89646101502447,Neutral,TRUE
Service,Online,15.7584544179239,9.65456541514889,Nice,TRUE
Technology,Phone,1.0938582438693,7.69199303192244,Neutral,TRUE
Technology,Online,2.99554298713218,7.48335992969269,Neutral,FALSE
Technology,Phone,10.5539850059551,8.15363773942737,Nice,TRUE
Scheduling Change,Phone,7.03621761619361,7.72565223661146,Nice,TRUE
Technology,Phone,16.2353618054272,8.42873311782719,Nice,FALSE
Service,Online,14.7587719926998,8.69186696645296,Neutral,TRUE
Tickets,Phone,4.18209380750603,9.66485622491842,Negative,TRUE
Tickets,Phone,8.27115821872885,10.034438855722,Negative,TRUE
Tickets,Online,8.58275751845534,6.91267403318275,Nice,TRUE
Tickets,Phone,0.541347822809529,5.97491789799048,Neutral,TRUE
Service,Phone,14.1472354698901,10.4985307408537,Nice,TRUE
Tickets,Phone,16.6686104106785,7.53988469505924,Nice,TRUE
Tickets,Phone,13.3879837427727,6.85607016168235,Neutral,FALSE
Technology,Online,1.00512002020129,7.21528060931809,Nice,TRUE
Tickets,Phone,8.55906175040952,5.3603122298633,Nice,TRUE
Service,Phone,7.39757855759514,9.81569742523426,Neutral,TRUE
Tickets,Phone,0.982350636970874,5.5076761343713,Neutral,FALSE
Tickets,Online,0.851408251971342,6.60426657993553,Nice,TRUE
Technology,Phone,8.95011483402823,8.22216283897036,Nice,TRUE
Service,Phone,14.5630450068028,11.5964113757283,Nice,TRUE
Service,Phone,0.787146319065773,10.2626867802332,Neutral,TRUE
Service,Online,2.69144693046279,9.35287234540125,Nice,TRUE
Tickets,Phone,8.35499726746735,6.70044992839405,Nice,TRUE
Tickets,Phone,0.975660430179508,8.16470313396528,Nice,TRUE
Tickets,Phone,9.80610926004255,5.72608266556343,Neutral,FALSE
Tickets,Phone,14.8930105623417,10.4386824783569,Negative,TRUE
Service,Phone,2.8277334936424,9.54509335033879,Neutral,TRUE
Technology,Phone,1.20274106679227,8.09216654302803,Nice,TRUE
Scheduling Change,Online,7.32079066706052,5.88949820705199,Nice,TRUE
Tickets,Phone,7.84154035251901,6.59410508739259,Nice,TRUE
Tickets,Phone,13.3408630936077,7.84788808319331,Nice,FALSE
Tickets,Phone,0.89272035170191,5.93254454155654,Nice,FALSE
Service,Phone,8.49162126966359,11.71831926801,Neutral,TRUE
Technology,Phone,1.3058065190471,8.2008276022607,Nice,TRUE
Tickets,Phone,3.92091543380243,7.11925136658753,Neutral,TRUE
Technology,Phone,7.93091325094517,11.9790671565975,Negative,FALSE
Tickets,Phone,2.66975661021644,11.2137425616452,Negative,TRUE
Service,Online,9.53968457609435,8.07605317239534,Neutral,TRUE
Technology,Phone,3.02436672309357,7.35541708333989,Neutral,TRUE
Service,Phone,0.955322536669817,12.1190050737461,Nice,TRUE
Scheduling Change,Online,7.06485721702761,5.95425794563297,Nice,FALSE
Service,Phone,15.4516305196719,8.37219015179252,Neutral,TRUE
Technology,Online,3.58521050656492,7.39146936283083,Nice,FALSE
Tickets,Phone,9.14985098894105,9.53590824007883,Negative,TRUE
Scheduling Change,Phone,17.0758927033843,7.81288159092996,Nice,TRUE
Service,Phone,6.51225518678584,10.1880593411809,Neutral,TRUE
Scheduling Change,Phone,2.76640850565187,8.33039880310881,Nice,TRUE
Scheduling Change,Phone,13.1981811642552,6.54568230651534,Neutral,FALSE
Technology,Phone,3.94735801160359,8.40526370292239,Neutral,TRUE
Technology,Phone,8.04594966219718,7.36744098142042,Neutral,TRUE
Tickets,Phone,1.19687760628017,5.47077199827106,Neutral,TRUE
Service,Phone,14.7094415360437,13.256470202772,Negative,FALSE
Tickets,Phone,9.09184459074958,6.05095611315594,Neutral,TRUE
Tickets,Online,1.24475358098895,6.15912494817713,Nice,TRUE
Service,Phone,19.0790817582407,9.82903233899966,Nice,TRUE
Technology,Phone,1.15766833767152,9.78496903255772,Negative,TRUE
Technology,Online,1.0288338039274,8.45761607533918,Nice,TRUE
Tickets,Online,17.7144131691653,6.15175074591421,Neutral,TRUE
Tickets,Online,1.11374667653053,4.53671370491945,Nice,TRUE
Scheduling Change,Phone,7.13104946321375,7.33591092246063,Neutral,TRUE
Scheduling Change,Phone,15.2813648342471,6.3862616463593,Nice,TRUE
Service,Phone,1.13158269683798,8.35551724304371,Neutral,TRUE
Service,Phone,0.934009566183443,10.9056968133829,Nice,TRUE
Tickets,Phone,0.994940260632289,5.86711119893836,Nice,TRUE
Tickets,Phone,4.18118240053798,6.45312912501443,Nice,FALSE
Tickets,Phone,16.1219722488189,9.0347566569497,Negative,TRUE
Service,Phone,14.6941673061261,9.23170417935057,Neutral,FALSE
Tickets,Phone,14.8405259809911,6.07938350284478,Neutral,FALSE
Service,Phone,15.3575422659699,9.45645009859119,Nice,TRUE
Technology,Online,7.47066349421573,6.35610220309452,Nice,TRUE
Service,Phone,1.0516634197496,11.7288378480554,Nice,TRUE
Technology,Phone,8.16412735761194,5.53349226553038,Neutral,TRUE
Service,Phone,7.52307795728848,12.5469927351921,Negative,TRUE
Tickets,Phone,11.8852574465374,6.5112996985266,Neutral,FALSE
Tickets,Phone,3.74097282788517,6.17224779303073,Neutral,FALSE
Tickets,Phone,6.80634041408506,7.26068814122264,Nice,TRUE
Tickets,Online,16.3551199910265,6.2311220425295,Nice,TRUE
Service,Online,2.74812714231782,8.52679705194092,Nice,TRUE
Tickets,Phone,9.15440898387026,6.25573335385689,Neutral,TRUE
Tickets,Phone,8.12270693696712,5.74343841478546,Neutral,TRUE
Service,Phone,9.59008967078776,10.6025688585383,Neutral,TRUE
Service,Online,9.10512340960307,8.50757751681676,Nice,TRUE
Service,Online,0.884315776477921,8.84166331954539,Nice,TRUE
Service,Phone,1.09511987053991,9.17037917079011,Neutral,TRUE
Tickets,Phone,16.9273622810951,6.68752239004924,Neutral,TRUE
Tickets,Phone,8.23131785251473,8.42099569964887,Nice,FALSE
Service,Phone,10.2922073586966,10.9577351493531,Nice,TRUE
Tickets,Phone,8.4609081555757,6.82161704408939,Neutral,TRUE
Tickets,Phone,1.16270810517733,7.58329972642368,Nice,TRUE
Tickets,Online,7.54342109841811,4.19434691708816,Neutral,TRUE
Tickets,Phone,15.5034465189276,8.23675367525307,Nice,FALSE
Tickets,Online,14.2155147778375,6.62483581589643,Nice,TRUE
Tickets,Phone,6.33609535831912,5.87456435343566,Neutral,FALSE
Technology,Phone,6.78214459066135,7.26114419930877,Neutral,TRUE
Scheduling Change,Phone,3.37633815452987,11.3259186743763,Negative,TRUE
Tickets,Phone,10.5813607996087,5.64702182043367,Neutral,TRUE
Service,Phone,3.82691427692592,10.5162487554555,Nice,TRUE
